,Unnamed: 0,protein,ligand,type,value,unit,smiles
1,1,lps+atp thp-m il-1β,5,IC50,13.72,uM,CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccccc3[N+](=O)[O-])S(=O)(=O)c3ccccc3[N+](=O)[O-])cc21
2,2,lps+atp thp-m il-1β,6,IC50,7.81,uM,CC(=O)c1ccc(S(=O)(=O)N(c2ccc3c(c2)N(S(C)(=O)=O)CCC3)S(=O)(=O)c2ccc(C(C)=O)cc2)cc1
3,3,lps+atp thp-m il-1β,9,IC50,14.95,uM,CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccc(-c4ccccc4)cc3)S(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21
4,4,lps+atp thp-m il-1β,15,IC50,9.86,uM,CC(C)(C)c1ccc(S(=O)(=O)N(c2ccc3c(c2)N(S(C)(=O)=O)CCC3)S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1
5,5,lps+atp thp-m il-1β,26,IC50,14.78,uM,CCCCS(=O)(=O)N(c1ccc2c(c1)N(S(C)(=O)=O)CCC2)S(=O)(=O)CCCC
6,6,lps+atp thp-m il-1β,28,IC50,11.72,uM,CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)CCN3C(=O)c4ccccc4C3=O)S(=O)(=O)CCN3C(=O)c4ccccc4C3=O)cc21
0,0,nlrp3,ZINC12359085,docking score,-8.43,kcal/mol,CCC(O)OC1NNSC1NC(O)OC1CCCCC1
1,1,nlrp3,ZINC72288245,docking score,-9.89,kcal/mol,CCOC(C)C(=O)Nc1sccc1S(C)(=O)=O
2,2,nlrp3,BA-II-51,docking score,-12.65,kcal/mol,CN(NC(=S)Nc1cc(Cl)ccc1Cl)C(=O)c1ccncc1
3,3,nlrp3,BA-II-45,docking score,-10.98,kcal/mol,O=C(NNC(=S)Nc1ccccc1Br)c1cccnc1
4,4,nlrp3,"5,280,448",docking score,7.98,kcal/mol,COc1cc(-c2cc(=O)c3ccc(O)cc3o2)ccc1O
5,5,nlrp3,"115,089",docking score,-9.47,kcal/mol,OCC(Cc1cccc(O)c1)C(CO)Cc1cccc(O)c1
0,0,thp-1 pyroptosis,MCC950,IC50,64,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
1,1,hwb il-1β,MCC950,IC50,770,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
2,2,lps+nigericin thp-1 pyroptosis,2,IC50,51,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccn(C(C)C)n2)CCC3)ccn1
3,3,lps+nigericin thp-1 pyroptosis,3,IC50,8,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2nn(C(C)C)cc2F)CCC3)ccn1
4,4,lps+nigericin thp-1 pyroptosis,4,IC50,16,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cnn(C(C)C)c2)CCC3)ccn1
5,5,lps+nigericin thp-1 pyroptosis,5,IC50,58,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cnn(C(C)C)n2)CCC3)ccn1
6,6,lps+nigericin thp-1 pyroptosis,6,IC50,61,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cn(C(C)C)cn2)CCC3)ccn1
7,7,lps+nigericin thp-1 pyroptosis,7,IC50,23,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccnc(C(C)C)c2)CCC3)ccn1
8,8,lps+nigericin thp-1 pyroptosis,8,IC50,1012,nM,CCS(=O)(=O)NC(=O)Nc1c(-c2ccnc(OC)c2)ccc2c1CCC2
9,9,lps+nigericin hwb il-1β,2,IC50,412,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccn(C(C)C)n2)CCC3)ccn1
10,10,lps+nigericin hwb il-1β,3,IC50,230,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2nn(C(C)C)cc2F)CCC3)ccn1
11,11,lps+nigericin hwb il-1β,4,IC50,338,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cnn(C(C)C)c2)CCC3)ccn1
12,12,lps+nigericin hwb il-1β,5,IC50,814,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cnn(C(C)C)n2)CCC3)ccn1
13,13,lps+nigericin hwb il-1β,6,IC50,621,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cn(C(C)C)cn2)CCC3)ccn1
14,14,lps+nigericin hwb il-1β,7,IC50,1604,nM,COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccnc(C(C)C)c2)CCC3)ccn1
15,17,lps+nigericin thp-1 pyroptosis,9,IC50,59,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(Oc4ccccc4)c3)ccc3c2CCC3)n1
16,18,lps+nigericin hwb il-1β,9,IC50,5943,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(Oc4ccccc4)c3)ccc3c2CCC3)n1
17,19,lps+nigericin thp-1 pyroptosis,10,IC50,46,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(OC4CCN(C)CC4)c3)ccc3c2CCC3)n1
18,20,lps+nigericin hwb il-1β,10,IC50,440,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(OC4CCN(C)CC4)c3)ccc3c2CCC3)n1
19,21,lps+nigericin thp-1 pyroptosis,11,IC50,62,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(OC4CCOCC4)c3)ccc3c2CCC3)n1
20,22,lps+nigericin hwb il-1β,11,IC50,1000,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(OC4CCOCC4)c3)ccc3c2CCC3)n1
21,23,lps+nigericin thp-1 pyroptosis,12,IC50,800,nM,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c(-c3ccnc(OC4CCN(C)C4)c3)ccc3c2CCC3)n1
22,24,lps+nigericin thp-1 pyroptosis,13,IC50,289,nM,O=C1Nc2c(ccc3c2CCC3)-c2ccnc(c2)OCCCCCn2ccc(n2)S(=O)(=O)N1
23,25,lps+nigericin hwb il-1β,13,IC50,1104,nM,O=C1Nc2c(ccc3c2CCC3)-c2ccnc(c2)OCCCCCn2ccc(n2)S(=O)(=O)N1
34,36,lps+nigericin thp-1 pyroptosis,19,IC50,17,nM,CC1(C)COc2cc(ccn2)-c2ccc3c(c2NC(=O)NS(=O)(=O)c2nn1cc2F)CCC3
35,37,lps+nigericin hwb il-1β,19,IC50,168,nM,CC1(C)COc2cc(ccn2)-c2ccc3c(c2NC(=O)NS(=O)(=O)c2nn1cc2F)CCC3
36,38,lps+nigericin thp-1 pyroptosis,20,IC50,4,nM,Cc1cc2c(c3c1-c1ccnc(c1)OCC(C)(C)n1cc(F)c(n1)S(=O)(=O)NC(=O)N3)CCC2
37,39,lps+nigericin hwb il-1β,20,IC50,102,nM,Cc1cc2c(c3c1-c1ccnc(c1)OCC(C)(C)n1cc(F)c(n1)S(=O)(=O)NC(=O)N3)CCC2
38,40,lps+nigericin thp-1 pyroptosis,21,IC50,8,nM,CC1(C)COc2cc(ccn2)-c2c(F)cc3c(c2NC(=O)NS(=O)(=O)c2nn1cc2F)CCC3
39,41,lps+nigericin hwb il-1β,21,IC50,125,nM,CC1(C)COc2cc(ccn2)-c2c(F)cc3c(c2NC(=O)NS(=O)(=O)c2nn1cc2F)CCC3
40,42,lps+nigericin thp-1 pyroptosis,22,IC50,16000,nM,CC1(C)COc2cc(ccn2)-c2ccc3c(c2CC(=O)NS(=O)(=O)c2ccn1n2)CCC3
41,43,lps+nigericin thp-1 pyroptosis,23,IC50,1700,nM,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1ccn(n1)C(C)(C)COc1cc-2ccn1
42,44,lps+nigericin thp-1 pyroptosis,24,IC50,480,nM,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1
48,50,lps+nigericin thp-1 pyroptosis,29,IC50,76,nM,CCc1cc(F)cc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1
49,51,lps+nigericin hwb il-1β,29,IC50,351,nM,CCc1cc(F)cc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1
66,70,lps+nigericin thp-1 pyroptosis,38,IC50,20,nM,CC(C)c1cc(F)cc2c1CC(=O)NS(=O)(=O)c1cn(nc1F)C(C)(C)COc1cc-2ccn1
67,71,lps+nigericin hwb il-1β,38,IC50,450,nM,CC(C)c1cc(F)cc2c1CC(=O)NS(=O)(=O)c1cn(nc1F)C(C)(C)COc1cc-2ccn1
68,72,lps+nigericin thp-1 pyroptosis,39,IC50,13,nM,CC(C)c1c(F)ccc2c1CC(=O)NS(=O)(=O)c1cn(nc1F)C(C)(C)COc1cc-2ccn1
69,73,lps+nigericin hwb il-1β,39,IC50,225,nM,CC(C)c1c(F)ccc2c1CC(=O)NS(=O)(=O)c1cn(nc1F)C(C)(C)COc1cc-2ccn1
70,74,lps+nigericin thp-1 pyroptosis,40,IC50,14,nM,CC(C)c1c(F)c(F)cc2c1CC(=O)NS(=O)(=O)c1cn(nc1F)C(C)(C)COc1cc-2ccn1
71,75,lps+nigericin hwb il-1β,40,IC50,293,nM,CC(C)c1c(F)c(F)cc2c1CC(=O)NS(=O)(=O)c1cn(nc1F)C(C)(C)COc1cc-2ccn1
72,76,lps+nigericin thp-1 pyroptosis,41,IC50,533,nM,COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cnn(C3CC3)c2)ccn1
0,0,nlrp3 thp-1 pyroptosis,Compound 1,IC50,3.1,nM,CCN1CCC[C@@H](Nc2cc(C)c(-c3ccc(C#N)cc3O)nn2)C1
1,1,nlrp3 human whole blood il-1β,Compound 1,IC50,3.2,nM,CCN1CCC[C@@H](Nc2cc(C)c(-c3ccc(C#N)cc3O)nn2)C1
2,2,nlrp3 thp-1 pyroptosis,Compound 2,IC50,1.1,nM,CCN1CCC[C@@H](Nc2ccc(-c3c(C)cc(C#N)cc3O)nn2)C1
3,3,nlrp3 human whole blood il-1β,Compound 2,IC50,5,nM,CCN1CCC[C@@H](Nc2ccc(-c3c(C)cc(C#N)cc3O)nn2)C1
4,4,nlrp3 thp-1 pyroptosis,Compound 5a,IC50,1.2,nM,Cc1cc(C#N)cc(O)c1-c1ccc(N2CC[C@H]3CCN(C)C[C@H]32)nn1
5,5,nlrp3 human whole blood il-1β,Compound 5a,IC50,4.6,nM,Cc1cc(C#N)cc(O)c1-c1ccc(N2CC[C@H]3CCN(C)C[C@H]32)nn1
6,6,nlrp3 thp-1 pyroptosis,Compound 7,IC50,1.8,nM,Cc1cc(N2CCC3CCN(C)CC32)nnc1-c1ccc(C#N)cc1O
7,7,nlrp3 human whole blood il-1β,Compound 7,IC50,6.6,nM,Cc1cc(N2CCC3CCN(C)CC32)nnc1-c1ccc(C#N)cc1O
8,8,nlrp3 thp-1 pyroptosis,Compound 7b,IC50,1.8,nM,[H][C@]12CCN(C)C[C@@]1([H])N(c1cc(C)c(-c3ccc(C#N)cc3O)nn1)CC2
9,9,nlrp3 human whole blood il-1β,Compound 7b,IC50,5.6,nM,[H][C@]12CCN(C)C[C@@]1([H])N(c1cc(C)c(-c3ccc(C#N)cc3O)nn1)CC2
10,10,nlrp3 thp-1 pyroptosis,Compound 8,IC50,5.6,nM,CCc1cc(N[C@@H]2CCCN(CC)C2)nnc1-c1ccc(C#N)cc1O
11,11,nlrp3 human whole blood il-1β,Compound 8,IC50,9.9,nM,CCc1cc(N[C@@H]2CCCN(CC)C2)nnc1-c1ccc(C#N)cc1O
0,0,lps+atp bmdms il-1β,Oridonin,IC50,780.4,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
1,1,lps+atp bmdms il-1β,5,IC50,274.6,nM,C=C1C(=O)[C@]23[C@H](OC)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OC)OC2
2,2,lps+atp bmdms il-1β,32,IC50,77.2,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCCC(=O)O)OC2
3,3,il-1β,Oridonin,IC50,780.4,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
4,4,lps+atp bmdms il-1β,MCC950,IC50,7.8,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
6,6,lps+atp bmdms il-1β,24,IC50,231.6,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1cccnc1)OC2
7,7,lps+atp bmdms il-1β,25,IC50,100.1,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1ccncc1)OC2
8,8,lps+atp bmdms il-1β,26,IC50,97.1,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1cocn1)OC2
9,9,lps+atp bmdms il-1β,27,IC50,99.3,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1cnco1)OC2
10,10,lps+atp bmdms il-1β,28,IC50,50.2,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1cncs1)OC2
11,11,lps+atp bmdms il-1β,29,IC50,189.3,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1nccs1)OC2
12,12,lps+atp bmdms il-1β,30,IC50,80.5,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCc1nc(-c3ccccc3)cs1)OC2
31,32,nlrp3,32,Kd,10.55,nM,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@]3(OCCC(=O)O)OC2
32,33,nlrp3,MCC950,Kd,0.53,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
0,0,lps+nigericin bmdm il-1β,C4,IC50,0.805,uM,O=C(Nc1c(Br)cc(Cl)cc1Oc1ccccc1)NS(=O)(=O)c1cc(Br)cc2c1OCC2
1,1,lps+nigericin bmdm il-1β,NP3-146,IC50,0.171,uM,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1cc(C(C)(C)O)co1
2,2,lps+nigericin bmdm il-1β,MCC950,IC50,0.126,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
0,0,lps+atp human pbmc il-1β,JT002,IC50,4,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
1,1,lps+nigericin human pbmc il-1β,JT002,IC50,6,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
2,2,lps+atp human whole blood il-1β,JT002,IC50,100,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
3,3,lps human whole blood il-1β,JT002,IC50,32,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
4,4,lps+nigericin rat pbmc il-1β,JT002,IC50,159,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
5,5,lps+atp mouse pbmc il-1β,JT002,IC50,7,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
6,6,lps+nigericin mouse pbmc il-1β,JT002,IC50,25,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
7,7,lps+atp mouse whole blood il-1β,JT002,IC50,94,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
8,8,lps+nigericin mouse whole bmdms il-1β,JT002,IC50,23,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
9,9,lps+atp mouse whole bmdms il-1β,JT002,IC50,5,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
10,10,lps+cholesterol mouse whole bmdms il-1β,JT002,IC50,2,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
11,11,lps+monosodium urate mouse whole bmdms il-1β,JT002,IC50,3,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
12,12,pam3csk4+lps mouse whole bmdms il-1β,JT002,IC50,30,nM,CO[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
1,1,lps+atp mmdms il-1β,MCC950,IC50,8.1,nM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
0,0,lps+atp pbmc il-1β,"CP-456,773",IC50,0.03,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
1,1,lps+atp pbmc il-1β,1,IC50,1.6,uM,CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2
2,2,lps+atp pbmc il-1β,2,IC50,0.036,uM,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2
3,3,lps+atp wb il-1β,"CP-456,773",IC50,2.9,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
4,4,lps+atp wb il-1β,1,IC50,29,uM,CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2
5,5,lps+atp wb il-1β,2,IC50,0.16,uM,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2
6,8,lps+atp pbmc il-1β,3,IC50,>40,uM,COC(=O)CN(C)C(=O)Nc1c2c(cc3c1CCC3)CCC2
7,9,lps+atp wb il-1β,3,IC50,>40,uM,COC(=O)CN(C)C(=O)Nc1c2c(cc3c1CCC3)CCC2
8,10,lps+atp pbmc il-1β,4,IC50,0.44,uM,CCOC(=O)COC(=O)Nc1c2c(cc3c1CCC3)CCC2
9,11,lps+atp wb il-1β,4,IC50,1,uM,CCOC(=O)COC(=O)Nc1c2c(cc3c1CCC3)CCC2
10,12,lps+atp pbmc il-1β,5,IC50,>40,uM,CCOC(=O)COC(=O)N(C)c1c2c(cc3c1CCC3)C=CC2
11,13,lps+atp wb il-1β,5,IC50,>40,uM,CCOC(=O)COC(=O)N(C)c1c2c(cc3c1CCC3)C=CC2
12,14,lps+atp pbmc il-1β,6,IC50,>40,uM,CCOC(=O)CNC(=O)Oc1c2c(cc3c1CCC3)CCC2
13,15,lps+atp wb il-1β,6,IC50,>40,uM,CCOC(=O)CNC(=O)Oc1c2c(cc3c1CCC3)CCC2
14,16,lps+atp pbmc il-1β,7,IC50,5.5,uM,CCOC(=O)COC(=O)Nc1ccccc1C#N
15,17,lps+atp wb il-1β,7,IC50,6.8,uM,CCOC(=O)COC(=O)Nc1ccccc1C#N
16,18,lps+atp pbmc il-1β,8,IC50,1.6,uM,CCOC(=O)COC(=O)Nc1ccccc1C(C)C
17,19,lps+atp wb il-1β,8,IC50,5.5,uM,CCOC(=O)COC(=O)Nc1ccccc1C(C)C
18,20,lps+atp pbmc il-1β,9,IC50,>20,uM,CCOC(=O)COC(=O)Nc1ccccc1C(F)(F)F
19,21,lps+atp wb il-1β,9,IC50,>20,uM,CCOC(=O)COC(=O)Nc1ccccc1C(F)(F)F
20,22,lps+atp pbmc il-1β,10,IC50,>20,uM,CCOC(=O)COC(=O)Nc1ccccc1OC(F)(F)F
21,23,lps+atp wb il-1β,10,IC50,>20,uM,CCOC(=O)COC(=O)Nc1ccccc1OC(F)(F)F
22,24,lps+atp pbmc il-1β,11,IC50,0.97,uM,CCOC(=O)COC(=O)Nc1cc(C)ccc1C
23,25,lps+atp wb il-1β,11,IC50,2.9,uM,CCOC(=O)COC(=O)Nc1cc(C)ccc1C
24,26,lps+atp pbmc il-1β,12,IC50,1.4,uM,CCOC(=O)COC(=O)Nc1cccc(C)c1C
25,27,lps+atp wb il-1β,12,IC50,19,uM,CCOC(=O)COC(=O)Nc1cccc(C)c1C
26,28,lps+atp pbmc il-1β,13,IC50,0.93,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1C
27,29,lps+atp wb il-1β,13,IC50,1.1,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1C
28,30,lps+atp pbmc il-1β,14,IC50,0.59,uM,CCOC(=O)COC(=O)Nc1c(C)cc(C)cc1C
29,31,lps+atp wb il-1β,14,IC50,3.9,uM,CCOC(=O)COC(=O)Nc1c(C)cc(C)cc1C
30,32,lps+atp pbmc il-1β,15,IC50,1.5,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1CC
31,33,lps+atp wb il-1β,15,IC50,2.4,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1CC
32,34,lps+atp pbmc il-1β,16,IC50,0.44,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)C
33,35,lps+atp wb il-1β,16,IC50,1.3,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)C
34,36,lps+atp pbmc il-1β,17,IC50,3.2,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)(C)C
35,37,lps+atp wb il-1β,17,IC50,19,uM,CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)(C)C
36,38,lps+atp pbmc il-1β,18,IC50,0.81,uM,CCOC(=O)COC(=O)Nc1c(CC)cccc1CC
37,39,lps+atp wb il-1β,18,IC50,13,uM,CCOC(=O)COC(=O)Nc1c(CC)cccc1CC
38,40,lps+atp pbmc il-1β,19,IC50,10,uM,CCOC(=O)COC(=O)Nc1c(C(C)C)cccc1C(C)C
39,41,lps+atp wb il-1β,19,IC50,>20,uM,CCOC(=O)COC(=O)Nc1c(C(C)C)cccc1C(C)C
40,42,lps+atp pbmc il-1β,20,IC50,1,uM,CCOC(=O)COC(=O)Nc1c(Cl)cccc1Cl
41,43,lps+atp wb il-1β,20,IC50,9.2,uM,CCOC(=O)COC(=O)Nc1c(Cl)cccc1Cl
42,44,lps+atp pbmc il-1β,21,IC50,1.9,uM,CCOC(=O)COC(=O)Nc1c(F)cccc1F
43,45,lps+atp wb il-1β,21,IC50,9.4,uM,CCOC(=O)COC(=O)Nc1c(F)cccc1F
44,46,lps+atp pbmc il-1β,22,IC50,0.023,uM,CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
45,47,lps+atp wb il-1β,22,IC50,0.14,uM,CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
46,48,lps+atp pbmc il-1β,23,IC50,0.19,uM,CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c(C)cccc1C
47,49,lps+atp wb il-1β,23,IC50,1.7,uM,CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c(C)cccc1C
48,50,lps+atp pbmc il-1β,24,IC50,0.0078,uM,CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
49,51,lps+atp wb il-1β,24,IC50,0.042,uM,CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
50,52,lps+atp pbmc il-1β,25,IC50,0.27,uM,CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c(C)cccc1C
51,53,lps+atp wb il-1β,25,IC50,1.4,uM,CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c(C)cccc1C
52,54,lps+atp pbmc il-1β,26,IC50,0.014,uM,CCOC(=O)C(Cc1cnccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
53,55,lps+atp wb il-1β,26,IC50,0.02,uM,CCOC(=O)C(Cc1cnccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
54,56,lps+atp pbmc il-1β,27,IC50,0.0021,uM,CCOC(=O)C(Cn1cc(C#N)cn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
55,57,lps+atp wb il-1β,27,IC50,0.013,uM,CCOC(=O)C(Cn1cc(C#N)cn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
56,58,lps+atp pbmc il-1β,28,IC50,0.0013,uM,CCOC(=O)C(Cn1cncn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
57,59,lps+atp wb il-1β,28,IC50,0.023,uM,CCOC(=O)C(Cn1cncn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
58,60,lps+atp pbmc il-1β,29,IC50,0.00015,uM,CC(C)OC(=O)C(Cn1cc(C#N)cn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
59,61,lps+atp pbmc il-1β,30,IC50,0.00058,uM,CC(C)OC(=O)C(Cn1cncn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
60,62,lps+atp pbmc il-1β,31,IC50,0.00056,uM,CC(C)OC(=O)C(Cc1cnccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
61,63,lps+atp pbmc il-1β,NT-0796,IC50,0.00032,uM,CC(C)OC(=O)C(Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
62,64,lps+atp pbmc il-1β,32,IC50,0.00062,uM,CCCCCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
63,65,lps+atp pbmc il-1β,33,IC50,0.12,uM,CC(C)OC(=O)C(Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
64,66,lps+atp pbmc il-1β,NDT-19795,IC50,0.066,uM,O=C(Nc1c2c(cc3c1CCC3)CCC2)OC(Cc1ncccn1)C(=O)O
65,67,lps+atp wb il-1β,29,IC50,0.0052,uM,CC(C)OC(=O)C(Cn1cc(C#N)cn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
66,68,lps+atp wb il-1β,30,IC50,0.013,uM,CC(C)OC(=O)C(Cn1cncn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
67,69,lps+atp wb il-1β,31,IC50,0.0057,uM,CC(C)OC(=O)C(Cc1cnccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
